Campaign Name,Objective,Day,Age,Gender,Delivery Level,Reach,Impressions,Frequency,Result Type,Results,Results [On Ad],Results [28 Days After Clicking],Cost per Result,Cost per Result [On Ad],Cost per Result [28 Days After Clicking],Amount Spent (USD),"CPM (Cost per 1,000 Impressions)",Link Clicks,Link Clicks [On Ad],CPC (Cost per Link Click),CPC (Cost per Link Click) [On Ad],CTR (Link Click-Through Rate),Clicks (All),CPC (All),CTR (All),Purchases Conversion Value,Purchases Conversion Value [28 Days After Clicking],Cost per Purchase,Cost per Purchase [28 Days After Clicking],Purchases,Purchases [28 Days After Clicking],Purchase ROAS (Return on Ad Spend),Purchase ROAS (Return on Ad Spend) [28 Days After Clicking]
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-07,45-54,female,campaign,736,1100,1.49,Website Purchases,4,,1,5.08,,20.31,20.31,18.46,12,12,1.69,1.69,1.09,19,1.07,1.73,291.79,87.95,5.08,20.31,4,1,14.37,4.33
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-07,18-24,male,campaign,936,1207,1.29,Website Purchases,5,,1,1.84,,9.18,9.18,7.61,6,6,1.53,1.53,0.5,8,1.15,0.66,407.46,73.15,1.84,9.18,5,1,44.39,7.97
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-07,35-44,female,campaign,1624,2466,1.52,Website Purchases,22,,4,1.61,,8.83,35.32,14.32,20,20,1.77,1.77,0.81,42,0.84,1.7,1512.03,367.97,1.61,8.83,22,4,42.81,10.42
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,18-24,male,campaign,718,991,1.38,Website Purchases,4,,,1.96,,,7.83,7.9,,,,,,3,2.61,0.3,227.03,0,1.96,0,4,0,29.01,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,35-44,female,campaign,1645,2553,1.55,Website Purchases,17,,1,2.22,,37.78,37.78,14.8,8,8,4.72,4.72,0.31,18,2.1,0.71,1044.01,46.67,2.22,37.78,17,1,27.63,1.24
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,65+,male,campaign,92,94,1.02,Website Purchases,1,,,1.7,,,1.70,18.04,,,,,,0,,0,73.9,0,1.70,0,1,0,43.58,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,55-64,male,campaign,116,129,1.11,Website Purchases,1,,1,2.24,,2.24,2.24,17.34,3,3,0.75,0.75,2.33,3,0.75,2.33,175.96,175.96,2.24,2.24,1,1,78.65,78.65
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,45-54,male,campaign,124,196,1.58,Website Purchases,1,,,3.04,,,3.04,15.51,1,1,3.04,3.04,0.51,2,1.52,1.02,120.57,0,3.04,0,1,0,39.66,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,35-44,male,campaign,144,247,1.72,Website Purchases,3,,1,1.12,,3.35,3.35,13.57,2,2,1.68,1.68,0.81,2,1.68,0.81,204.14,106.16,1.12,3.35,3,1,60.92,31.68
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,65+,female,campaign,245,326,1.33,Website Purchases,1,,,7.47,,,7.47,22.93,7,7,1.07,1.07,2.15,11,0.68,3.37,191.88,0,7.47,0,1,0,25.67,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,13-17,female,campaign,221,442,2,Website Purchases,1,,,2.94,,,2.94,6.65,2,2,1.47,1.47,0.45,3,0.98,0.68,48.47,0,2.94,0,1,0,16.49,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,55-64,female,campaign,502,649,1.29,Website Purchases,3,,1,5.3,,15.91,15.91,24.52,18,18,0.88,0.88,2.77,23,0.69,3.54,337.29,65.71,5.30,15.91,3,1,21.2,4.13
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,25-34,male,campaign,702,940,1.34,Website Purchases,4,,1,1.92,,7.69,7.69,8.18,3,3,2.56,2.56,0.32,5,1.54,0.53,574.98,51.11,1.92,7.69,4,1,74.82,6.65
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,45-54,female,campaign,786,1084,1.38,Website Purchases,6,,,3.57,,,21.40,19.74,6,6,3.57,3.57,0.55,8,2.68,0.74,531.2,0,3.57,0,6,0,24.82,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,25-34,female,campaign,5617,9092,1.62,Website Purchases,53,,13,2.18,,8.89,115.60,12.71,55,55,2.1,2.1,0.6,103,1.12,1.13,2892.09,611.63,2.18,8.89,53,13,25.02,5.29
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,18-24,female,campaign,6303,9776,1.55,Website Purchases,59,,10,1.78,,10.51,105.11,10.75,47,47,2.24,2.24,0.48,79,1.33,0.81,2917.12,409.42,1.78,10.51,59,10,27.75,3.89
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-06,13-17,male,campaign,56,94,1.68,,,,,,,,0.43,4.59,,,,,,0,,0,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,45-54,male,campaign,84,149,1.77,Website Purchases,1,,,2.1,,,2.10,14.09,1,1,2.1,2.1,0.67,1,2.1,0.67,102.81,0,2.10,0,1,0,48.96,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,35-44,male,campaign,140,234,1.67,Website Purchases,3,,,0.9,,,2.71,11.58,1,1,2.71,2.71,0.43,1,2.71,0.43,107.1,0,0.90,0,3,0,39.52,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,65+,female,campaign,200,305,1.53,Website Purchases,1,,,7.55,,,7.55,24.75,3,3,2.52,2.52,0.98,4,1.89,1.31,98.39,0,7.55,0,1,0,13.03,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,13-17,female,campaign,224,463,2.07,Website Purchases,2,,1,1.45,,2.91,2.91,6.28,3,3,0.97,0.97,0.65,5,0.58,1.08,215.43,43.51,1.45,2.91,2,1,74.03,14.95
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,55-64,female,campaign,416,604,1.45,Website Purchases,8,,2,1.83,,7.32,14.65,24.25,7,7,2.09,2.09,1.16,12,1.22,1.99,997.18,249.94,1.83,7.32,8,2,68.07,17.06
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,18-24,male,campaign,612,813,1.33,Website Purchases,2,,,3.42,,,6.84,8.41,1,1,6.84,6.84,0.12,2,3.42,0.25,99.05,0,3.42,0,2,0,14.48,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,45-54,female,campaign,724,1021,1.41,Website Purchases,12,,3,1.7,,6.8,20.40,19.98,7,7,2.91,2.91,0.69,15,1.36,1.47,1344.33,260.16,1.70,6.8,12,3,65.9,12.75
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,35-44,female,campaign,1508,2294,1.52,Website Purchases,9,,1,3.67,,33,33.00,14.38,9,9,3.67,3.67,0.39,22,1.5,0.96,400.99,56.63,3.67,33,9,1,12.15,1.72
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,25-34,female,campaign,6064,9470,1.56,Website Purchases,42,,8,2.91,,15.27,122.14,12.9,45,45,2.71,2.71,0.48,74,1.65,0.78,2778.43,378.46,2.91,15.27,42,8,22.75,3.1
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,18-24,female,campaign,6656,10593,1.59,Website Purchases,41,,6,2.77,,18.89,113.37,10.7,43,43,2.64,2.64,0.41,92,1.23,0.87,1808.12,308.44,2.77,18.89,41,6,15.95,2.72
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,65+,male,campaign,28,84,3,,,,,,,,1.18,14.05,,,,,,0,,0,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,55-64,male,campaign,100,112,1.12,,,,,,,,1.86,16.61,3,3,0.62,0.62,2.68,4,0.46,3.57,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,25-34,male,campaign,640,758,1.18,Website Purchases,2,,,3.56,,,7.13,9.41,3,3,2.38,2.38,0.4,4,1.78,0.53,186.62,0,3.56,0,2,0,26.17,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-05,13-17,male,campaign,52,83,1.6,,,,,,,,0.49,5.9,,,,,,0,,0,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,18-24,male,campaign,912,1164,1.28,Website Purchases,7,,,1.49,,,10.45,8.98,5,5,2.09,2.09,0.43,11,0.95,0.95,537.32,0,1.49,0,7,0,51.42,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,55-64,female,campaign,520,698,1.34,Website Purchases,8,,2,2.08,,8.31,16.62,23.81,4,4,4.15,4.15,0.57,7,2.37,1,701.54,212.62,2.08,8.31,8,2,42.21,12.79
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,65+,female,campaign,236,318,1.35,,,,,,,,8.02,25.22,3,3,2.67,2.67,0.94,7,1.15,2.2,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,45-54,male,campaign,184,268,1.46,Website Purchases,6,,,0.67,,,4.05,15.11,2,2,2.02,2.02,0.75,3,1.35,1.12,490.44,0,0.67,0,6,0,121.1,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,55-64,male,campaign,116,157,1.35,,,,,,,,3.27,20.83,3,3,1.09,1.09,1.91,3,1.09,1.91,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,13-17,male,campaign,84,121,1.44,,,,,,,,0.65,5.37,,,,,,0,,0,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,65+,male,campaign,72,108,1.5,Website Purchases,3,,,0.6,,,1.80,16.67,,,,,,0,,0,181.05,0,0.60,0,3,0,100.59,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,13-17,female,campaign,268,465,1.74,Website Purchases,4,,1,0.75,,2.99,2.99,6.43,1,1,2.99,2.99,0.22,4,0.75,0.86,205.66,109.95,0.75,2.99,4,1,68.79,36.77
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,35-44,male,campaign,292,334,1.14,Website Purchases,4,,1,0.93,,3.73,3.73,11.17,3,3,1.24,1.24,0.9,7,0.53,2.1,401.62,102.36,0.93,3.73,4,1,107.68,27.44
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,18-24,female,campaign,5796,9047,1.56,Website Purchases,48,,10,1.9,,9.13,91.32,10.09,31,31,2.95,2.95,0.34,58,1.57,0.64,2647.88,514.63,1.90,9.13,48,10,28.99,5.64
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,25-34,female,campaign,6008,9352,1.56,Website Purchases,66,,14,1.8,,8.49,118.79,12.7,46,46,2.58,2.58,0.49,85,1.4,0.91,4296.15,1135.03,1.80,8.49,66,14,36.17,9.55
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,35-44,female,campaign,1832,2532,1.38,Website Purchases,27,,4,1.47,,9.9,39.60,15.64,10,10,3.96,3.96,0.39,24,1.65,0.95,1386.89,318.84,1.47,9.9,27,4,35.02,8.05
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,45-54,female,campaign,884,1297,1.47,Website Purchases,4,,,6.29,,,25.18,19.41,11,11,2.29,2.29,0.85,17,1.48,1.31,306.5,0,6.29,0,4,0,12.17,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-04,25-34,male,campaign,912,1209,1.33,Website Purchases,6,,,2.01,,,12.06,9.97,6,6,2.01,2.01,0.5,9,1.34,0.74,537.08,0,2.01,0,6,0,44.54,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,45-54,male,campaign,144,199,1.38,Website Purchases,1,,,3.51,,,3.51,17.64,2,2,1.75,1.75,1.01,2,1.75,1.01,92.61,0,3.51,0,1,0,26.39,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,45-54,female,campaign,1020,1349,1.32,Website Purchases,3,,1,8.83,,26.48,26.48,19.63,13,13,2.04,2.04,0.96,19,1.39,1.41,208.6,93.9,8.83,26.48,3,1,7.88,3.55
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,18-24,male,campaign,720,977,1.36,Website Purchases,6,,,1.46,,,8.75,8.96,2,2,4.37,4.37,0.2,3,2.92,0.31,263.56,0,1.46,0,6,0,30.12,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,25-34,male,campaign,752,856,1.14,Website Purchases,3,,,2.84,,,8.53,9.96,1,1,8.53,8.53,0.12,3,2.84,0.35,160.7,0,2.84,0,3,0,18.84,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,55-64,female,campaign,540,722,1.34,Website Purchases,2,,,8.9,,,17.80,24.65,5,5,3.56,3.56,0.69,13,1.37,1.8,189,0,8.90,0,2,0,10.62,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,13-17,female,campaign,200,468,2.34,,,,,,,,2.98,6.37,2,2,1.49,1.49,0.43,5,0.6,1.07,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,65+,female,campaign,184,314,1.71,Website Purchases,5,,,1.38,,,6.89,21.94,6,6,1.15,1.15,1.91,7,0.98,2.23,328.62,0,1.38,0,5,0,47.7,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,35-44,male,campaign,200,285,1.43,Website Purchases,1,,,3.25,,,3.25,11.4,2,2,1.62,1.62,0.7,3,1.08,1.05,23.51,0,3.25,0,1,0,7.23,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,55-64,male,campaign,88,143,1.63,Website Purchases,4,,3,0.67,,0.89,2.67,18.67,3,3,0.89,0.89,2.1,5,0.53,3.5,370.85,75.9,0.67,0.89,4,3,138.9,28.43
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,25-34,female,campaign,5536,8460,1.53,Website Purchases,44,,15,2.51,,7.35,110.27,13.03,40,40,2.76,2.76,0.47,73,1.51,0.86,2450.76,873.54,2.51,7.35,44,15,22.23,7.92
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,13-17,male,campaign,60,94,1.57,Website Purchases,1,,,0.5,,,0.50,5.32,2,2,0.25,0.25,2.13,3,0.17,3.19,49.4,0,0.50,0,1,0,98.8,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,65+,male,campaign,44,92,2.09,,,,,,,,1.61,17.5,1,1,1.61,1.61,1.09,1,1.61,1.09,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,18-24,female,campaign,5292,7975,1.51,Website Purchases,32,,7,2.51,,11.49,80.44,10.09,24,24,3.35,3.35,0.3,51,1.58,0.64,1648.95,206,2.51,11.49,32,7,20.5,2.56
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-03,35-44,female,campaign,1892,2715,1.43,Website Purchases,14,,,3.01,,,42.08,15.5,12,12,3.51,3.51,0.44,20,2.1,0.74,1066.42,0,3.01,0,14,0,25.34,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,25-34,female,campaign,5316,8170,1.54,Website Purchases,50,,10,2.14,,10.7,106.96,13.09,30,30,3.57,3.57,0.37,70,1.53,0.86,3037.87,643.89,2.14,10.7,50,10,28.4,6.02
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,45-54,male,campaign,148,256,1.73,,,,,,,,3.29,12.85,1,1,3.29,3.29,0.39,1,3.29,0.39,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,45-54,female,campaign,908,1264,1.39,Website Purchases,7,,1,3.7,,25.87,25.87,20.46,8,8,3.23,3.23,0.63,15,1.72,1.19,762.08,78.71,3.70,25.87,7,1,29.46,3.04
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,25-34,male,campaign,864,1059,1.23,Website Purchases,4,,,2.47,,,9.90,9.35,2,2,4.95,4.95,0.19,7,1.41,0.66,204.08,0,2.47,0,4,0,20.62,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,18-24,male,campaign,888,1027,1.16,Website Purchases,7,,,1.29,,,9.00,8.76,6,6,1.5,1.5,0.58,10,0.9,0.97,385.59,0,1.29,0,7,0,42.85,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,55-64,female,campaign,464,679,1.46,Website Purchases,6,,2,2.86,,8.59,17.18,25.3,18,18,0.95,0.95,2.65,22,0.78,3.24,451.6,104.38,2.86,8.59,6,2,26.29,6.08
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,13-17,female,campaign,212,425,2,Website Purchases,3,,1,1.07,,3.2,3.20,7.53,2,2,1.6,1.6,0.47,4,0.8,0.94,145.81,29.05,1.07,3.2,3,1,45.57,9.08
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,35-44,male,campaign,240,331,1.38,Website Purchases,3,,1,1.3,,3.89,3.89,11.75,3,3,1.3,1.3,0.91,4,0.97,1.21,247.88,26.71,1.30,3.89,3,1,63.73,6.87
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,65+,female,campaign,280,324,1.16,Website Purchases,2,,2,4.17,,4.17,8.34,25.74,6,6,1.39,1.39,1.85,6,1.39,1.85,158.11,158.11,4.17,4.17,2,2,18.96,18.96
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,55-64,male,campaign,148,151,1.02,Website Purchases,2,,1,1.15,,2.3,2.30,15.23,2,2,1.15,1.15,1.32,3,0.77,1.99,316.92,118.02,1.15,2.3,2,1,137.8,51.32
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,65+,male,campaign,68,122,1.79,,,,,,,,1.77,14.51,3,3,0.59,0.59,2.46,3,0.59,2.46,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,13-17,male,campaign,76,102,1.34,Website Purchases,1,,1,0.64,,0.64,0.64,6.27,1,1,0.64,0.64,0.98,1,0.64,0.98,38.35,38.35,0.64,0.64,1,1,59.93,59.93
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,18-24,female,campaign,5568,8200,1.47,Website Purchases,40,,6,2.15,,14.32,85.90,10.48,25,25,3.44,3.44,0.3,49,1.75,0.6,2069.07,276.27,2.15,14.32,40,6,24.09,3.22
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-02,35-44,female,campaign,1776,2521,1.42,Website Purchases,19,,4,2.11,,10.01,40.06,15.89,25,25,1.6,1.6,0.99,32,1.25,1.27,1795.93,194.01,2.11,10.01,19,4,44.84,4.84
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,18-24,male,campaign,860,1061,1.23,Website Purchases,4,,,2.31,,,9.24,8.71,5,5,1.85,1.85,0.47,13,0.71,1.23,154.23,0,2.31,0,4,0,16.69,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,35-44,female,campaign,1780,2497,1.4,Website Purchases,12,,5,3.19,,7.67,38.33,15.35,18,18,2.13,2.13,0.72,32,1.2,1.28,757.68,216.57,3.19,7.67,12,5,19.77,5.65
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,45-54,female,campaign,960,1301,1.36,Website Purchases,5,,,5.05,,,25.24,19.4,15,15,1.68,1.68,1.15,20,1.26,1.54,354.82,0,5.05,0,5,0,14.06,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,25-34,male,campaign,860,1069,1.24,Website Purchases,5,,,2.12,,,10.61,9.93,,,,,,4,2.65,0.37,169.4,0,2.12,0,5,0,15.97,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,55-64,female,campaign,512,698,1.36,Website Purchases,6,,3,3.12,,6.24,18.71,26.81,13,13,1.44,1.44,1.86,22,0.85,3.15,639.15,327.22,3.12,6.24,6,3,34.16,17.49
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,65+,female,campaign,216,378,1.75,Website Purchases,2,,1,4.45,,8.89,8.89,23.52,2,2,4.45,4.45,0.53,2,4.45,0.53,55.52,27.9,4.45,8.89,2,1,6.25,3.14
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,13-17,female,campaign,204,374,1.83,Website Purchases,1,,,2.44,,,2.44,6.52,3,3,0.81,0.81,0.8,8,0.31,2.14,73.36,0,2.44,0,1,0,30.07,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,35-44,male,campaign,244,326,1.34,Website Purchases,3,,,1.43,,,4.28,13.13,1,1,4.28,4.28,0.31,1,4.28,0.31,154.85,0,1.43,0,3,0,36.18,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,45-54,male,campaign,184,272,1.48,,,,,,,,4.82,17.72,2,2,2.41,2.41,0.74,4,1.21,1.47,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,55-64,male,campaign,112,148,1.32,Website Purchases,1,,,2.81,,,2.81,18.99,2,2,1.41,1.41,1.35,3,0.94,2.03,219.41,0,2.81,0,1,0,78.08,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,65+,male,campaign,60,107,1.78,,,,,,,,2.04,19.07,4,4,0.51,0.51,3.74,5,0.41,4.67,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,13-17,male,campaign,68,78,1.15,Website Purchases,1,,,0.52,,,0.52,6.67,,,,,,0,,0,44.85,0,0.52,0,1,0,86.25,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,18-24,female,campaign,5872,8794,1.5,Website Purchases,57,,14,1.77,,7.22,101.10,11.5,34,34,2.97,2.97,0.39,72,1.4,0.82,2893.6,767.12,1.77,7.22,57,14,28.62,7.59
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-03-01,25-34,female,campaign,5516,8755,1.59,Website Purchases,44,,4,2.73,,30,119.99,13.71,46,46,2.61,2.61,0.53,76,1.58,0.87,2267.56,106.91,2.73,30,44,4,18.9,0.89
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,13-17,male,campaign,64,78,1.22,,,,,,,,0.52,6.67,,,,,,0,,0,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,55-64,female,campaign,460,655,1.42,Website Purchases,5,,2,3.44,,8.61,17.22,26.29,13,13,1.32,1.32,1.98,20,0.86,3.05,756.39,275.6,3.44,8.61,5,2,43.93,16.01
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,13-17,female,campaign,228,394,1.73,Website Purchases,1,,1,2.7,,2.7,2.70,6.85,1,1,2.7,2.7,0.25,3,0.9,0.76,13.56,13.56,2.70,2.7,1,1,5.02,5.02
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,65+,female,campaign,244,337,1.38,Website Purchases,2,,,4.32,,,8.64,25.63,5,5,1.73,1.73,1.48,8,1.08,2.37,182.97,0,4.32,0,2,0,21.18,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,35-44,male,campaign,160,233,1.46,Website Purchases,1,,,3.14,,,3.14,13.47,1,1,3.14,3.14,0.43,2,1.57,0.86,84.95,0,3.14,0,1,0,27.06,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,45-54,male,campaign,112,203,1.81,Website Purchases,2,,1,1.67,,3.34,3.34,16.45,5,5,0.67,0.67,2.46,5,0.67,2.46,172.09,101.19,1.67,3.34,2,1,51.53,30.3
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,55-64,male,campaign,108,108,1,Website Purchases,2,,,1.23,,,2.47,22.87,3,3,0.82,0.82,2.78,3,0.82,2.78,198.7,0,1.23,0,2,0,80.46,0
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,65+,male,campaign,60,90,1.5,,,,,,,,1.31,14.55,2,2,0.65,0.65,2.22,2,0.65,2.22,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,45-54,female,campaign,788,1143,1.45,Website Purchases,7,,2,3.35,,11.72,23.45,20.51,10,10,2.34,2.34,0.87,16,1.47,1.4,653.54,213.7,3.35,11.72,7,2,27.87,9.11
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,35-44,female,campaign,1508,2212,1.47,Website Purchases,14,,5,2.45,,6.86,34.30,15.51,10,10,3.43,3.43,0.45,26,1.32,1.18,992.77,463.4,2.45,6.86,14,5,28.94,13.51
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,18-24,male,campaign,520,665,1.28,Website Purchases,3,,1,2.08,,6.24,6.24,9.38,1,1,6.24,6.24,0.15,2,3.12,0.3,127.96,49.85,2.08,6.24,3,1,20.51,7.99
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,18-24,female,campaign,5432,8467,1.56,Website Purchases,41,,7,2.47,,14.48,101.39,11.97,55,55,1.84,1.84,0.65,92,1.1,1.09,2018.11,366.46,2.47,14.48,41,7,19.9,3.61
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,25-34,female,campaign,4852,7662,1.58,Website Purchases,59,,18,1.8,,5.89,106.10,13.85,50,50,2.12,2.12,0.65,95,1.12,1.24,3417.54,979.34,1.80,5.89,59,18,32.21,9.23
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-28,25-34,male,campaign,492,672,1.37,Website Purchases,6,,1,1.28,,7.67,7.67,11.41,1,1,7.67,7.67,0.15,3,2.56,0.45,266.71,25.41,1.28,7.67,6,1,34.78,3.31
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-27,18-24,female,campaign,7048,10938,1.55,Website Purchases,57,,10,2.15,,12.27,122.73,11.22,35,35,3.51,3.51,0.32,71,1.73,0.65,3380.07,686.17,2.15,12.27,57,10,27.54,5.59
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-27,25-34,female,campaign,5692,8763,1.54,Website Purchases,53,,12,2.13,,9.4,112.80,12.87,39,39,2.89,2.89,0.45,76,1.48,0.87,3218.31,609.99,2.13,9.4,53,12,28.53,5.41
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-27,35-44,male,campaign,196,233,1.19,,,,,,,,3.22,13.82,1,1,3.22,3.22,0.43,2,1.61,0.86,,,,,,,,
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-27,35-44,female,campaign,1488,2089,1.4,Website Purchases,12,,4,2.51,,7.54,30.15,14.43,11,11,2.74,2.74,0.53,21,1.44,1.01,555.23,227.96,2.51,7.54,12,4,18.42,7.56
CWJWT_US_DR_2018_Retargeting,CONVERSIONS,2018-02-27,45-54,female,campaign,700,1008,1.44,Website Purchases,6,,1,3.16,,18.97,18.97,18.82,10,10,1.9,1.9,0.99,15,1.26,1.49,461.58,18.9,3.16,18.97,6,1,24.33,1
